시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
아파트(삼정하이츠),경로당,세종특별자치시 조치원읍 도장말길 45,세종특별자치시 조치원읍 죽림리 167,36.59110046,127.2964736,영업,,1991-01-01,,삼정하이츠아파트,2026-01-13,5690000,세종특별자치시
아파트(신동아파밀이에),경로당,세종특별자치시 조치원읍 도장말길 30,세종특별자치시 조치원읍 죽림리 393,36.59015016,127.2974696,영업,,2008-01-01,,신동아파밀이에아파트,2026-01-13,5690000,세종특별자치시
서창2리,마을회관및경로당,세종특별자치시 조치원읍 돌마루길 17,세종특별자치시 조치원읍 서창리 142-28,36.60559047,127.2911587,영업,,2013-01-01,,서창2리 마을회,2026-01-13,5690000,세종특별자치시
서창1리,마을회관및경로당,세종특별자치시 조치원읍 새주막1길 20,세종특별자치시 조치원읍 서창리 42-229,36.61265666,127.2972162,영업,,2004-01-01,,서창1리 마을회,2026-01-13,5690000,세종특별자치시
봉산2리,마을회관및경로당,세종특별자치시 조치원읍 오봉로 51-5,세종특별자치시 조치원읍 봉산리 14-17,36.59896659,127.2754071,영업,,2006-01-01,,봉산2리 마을회,2026-01-13,5690000,세종특별자치시
봉산1리,마을회관및경로당,세종특별자치시 조치원읍 건너말고샅길 35,세종특별자치시 조치원읍 봉산리 332-2,36.60683025,127.2777188,영업,,2016-07-12,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
신안4리(신안이편한),마을회관및경로당,세종특별자치시 조치원읍 섭골길 59,세종특별자치시 조치원읍 신안리 542,36.61534944,127.2860599,영업,,2013-01-01,,신안이편한아파트,2026-01-13,5690000,세종특별자치시
신안3리(조형아파트),마을회관및경로당,세종특별자치시 조치원읍 운주산로 66,세종특별자치시 조치원읍 신안리 244-19,36.6351773,127.2887936,영업,,1998-01-01,,신안3리 마을회,2026-01-13,5690000,세종특별자치시
신안2리,마을회관및경로당,세종특별자치시 조치원읍 안터길 83,세종특별자치시 조치원읍 신안리 191-1,36.62799481,127.2860641,영업,,1994-01-01,,신안2리 마을회,2026-01-13,5690000,세종특별자치시
신안1리,경로당,세종특별자치시 조치원읍 섭골길 73,세종특별자치시 조치원읍 신안리 344-2,36.61676919,127.2868062,영업,,2011-01-01,,신안1리 마을회,2026-01-13,5690000,세종특별자치시
신안1리,마을회관및경로당,세종특별자치시 조치원읍 섭골길 70,세종특별자치시 조치원읍 신안리 364-2,36.6166,127.2871995,영업,,1998-01-01,,신안1리 마을회,2026-01-13,5690000,세종특별자치시
번암2리(번암주공2),경로당,세종특별자치시 조치원읍 군청로 23,세종특별자치시 조치원읍 번암리 75-2,36.58669533,127.2935939,영업,,2006-01-01,,번암2리 마을회,2026-01-13,5690000,세종특별자치시
번암2리(번암주공1),경로당,세종특별자치시 조치원읍 군청로 23,세종특별자치시 조치원읍 번암리 75-2,36.58669533,127.2935939,영업,,2006-01-01,,번암2리 마을회,2026-01-13,5690000,세종특별자치시
번암1리 안동네,경로당,세종특별자치시 조치원읍 번암안동네길 21,세종특별자치시 조치원읍 번암리 209-4,36.5831011,127.2905529,영업,,2017-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
번암1리,마을회관및경로당,세종특별자치시 조치원읍 군청로 11,세종특별자치시 조치원읍 번암리 90-7,36.58571778,127.2945776,영업,,1997-01-01,,번암1리 마을회,2026-01-13,5690000,세종특별자치시
죽림5리,마을회관및경로당,세종특별자치시 조치원읍 충현로 30-8,세종특별자치시 조치원읍 죽림리 253-13,36.59179575,127.2996932,영업,,2019-05-13,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
죽림4리,마을회관및경로당,세종특별자치시 조치원읍 산막2길 19,세종특별자치시 조치원읍 죽림리 50-12,36.59364415,127.2966776,영업,,2017-01-16,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
죽림3리(우방아파트),경로당,세종특별자치시 조치원읍 산막길 17,세종특별자치시 조치원읍 죽림리 72,36.59358879,127.2957463,영업,,2008-01-01,,우방아파트,2026-01-13,5690000,세종특별자치시
죽림2리(자이아파트),경로당,세종특별자치시 조치원읍 도원로 16,세종특별자치시 조치원읍 죽림리 396,36.59114278,127.2910751,영업,,2008-01-01,,자이아파트,2026-01-13,5690000,세종특별자치시
죽림1리,마을회관및경로당,세종특별자치시 조치원읍 죽림로 32-4,세종특별자치시 조치원읍 죽림리 153-6,36.59152362,127.2949556,영업,,2005-01-01,,죽림1리 마을회,2026-01-13,5690000,세종특별자치시
신흥7리(신흥이편한),경로당,세종특별자치시 조치원읍 이화1로 15,세종특별자치시 조치원읍 신흥리 399,36.593474,127.2850503,영업,,2008-01-01,,신흥이편한아파트,2026-01-13,5690000,세종특별자치시
신흥6리(신흥푸르지오),경로당,세종특별자치시 조치원읍 도원1로 16,세종특별자치시 조치원읍 신흥리 398,36.59185406,127.2898903,영업,,2006-01-01,,신흥푸르지오아파트,2026-01-13,5690000,세종특별자치시
신흥5리(신흥주공2단지),마을회관및경로당,세종특별자치시 조치원읍 이화로 5,세종특별자치시 조치원읍 신흥리 393,36.59470014,127.2886997,영업,,2009-01-01,,신흥주공2단지아파트,2026-01-13,5690000,세종특별자치시
신흥4리,마을회관및경로당,세종특별자치시 조치원읍 군청로 110-1,세종특별자치시 조치원읍 신흥리 101-5,36.5944011,127.2936203,영업,,2019-05-13,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
신흥3리,마을회관및경로당,세종특별자치시 조치원읍 큰말길 24-1,세종특별자치시 조치원읍 신흥리 289-9,36.59678921,127.2898683,영업,,2001-01-01,,신흥3리 마을회,2026-01-13,5690000,세종특별자치시
신흥2리,마을회관및경로당,세종특별자치시 조치원읍 이화2로 13,세종특별자치시 조치원읍 신흥리 189-6,36.59372071,127.2871971,영업,,2006-01-01,,신흥2리 마을회,2026-01-13,5690000,세종특별자치시
신흥1리,마을회관및경로당,세종특별자치시 조치원읍 신흥샛터길 11,세종특별자치시 조치원읍 신흥리 30-3,36.59699414,127.2918209,영업,,1993-01-01,,신흥1리 마을회,2026-01-13,5690000,세종특별자치시
침산3리(욱일아파트),경로당,세종특별자치시 조치원읍 충현로 159,세종특별자치시 조치원읍 침산리 89,36.60293108,127.2941813,영업,,1996-01-01,,욱일아파트,2026-01-13,5690000,세종특별자치시
침산2리,마을회관및경로당,세종특별자치시 조치원읍 행복길 21,세종특별자치시 조치원읍 침산리 262-10,36.60355271,127.2920831,영업,,2009-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
침산1리,마을회관및경로당,세종특별자치시 조치원읍 침산2길 8-6,세종특별자치시 조치원읍 침산리 166-62,36.60027184,127.2940274,영업,,2017-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
남2리(파크리안2),마을회관및경로당,세종특별자치시 조치원읍 산책길 1,세종특별자치시 조치원읍 남리 486,36.59313333,127.301189,영업,,2012-01-01,,파크리안아파트,2026-01-13,5690000,세종특별자치시
남2리(파크리안1),경로당,세종특별자치시 조치원읍 조치원4길 176,세종특별자치시 조치원읍 남리 480,36.59358236,127.3014778,영업,,2012-01-01,,파크리안아파트,2026-01-13,5690000,세종특별자치시
남1리(남자),경로당,세종특별자치시 조치원읍 장안로 58,세종특별자치시 조치원읍 남리 362,36.59665573,127.3017139,영업,,1997-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
남1리,마을회관및경로당,세종특별자치시 조치원읍 장안로 37,세종특별자치시 조치원읍 남리 21-4,36.59837391,127.3017933,영업,,2006-01-01,,남1리 마을회,2026-01-13,5690000,세종특별자치시
명리,마을회관및경로당,세종특별자치시 조치원읍 새내8길 100,세종특별자치시 조치원읍 명리 52-3,36.59986636,127.3038595,영업,,2012-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
정리,마을회관및경로당,세종특별자치시 조치원읍 장안길 33,세종특별자치시 조치원읍 정리 56-10,36.59901468,127.3004493,영업,,1987-01-01,,정리 마을회,2026-01-13,5690000,세종특별자치시
교리(경로당),경로당,세종특별자치시 조치원읍 새내14길 31,세종특별자치시 조치원읍 교리 19-14,36.60345092,127.2994754,영업,,2003-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
교리 분회경로당,경로당,세종특별자치시 조치원읍 새내14길 42,세종특별자치시 조치원읍 교리 20-1,36.60332206,127.299869,영업,,1985-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
교리 연합경로당,경로당,세종특별자치시 조치원읍 새내14길 42,세종특별자치시 조치원읍 교리 20-1,36.60332206,127.299869,영업,,1985-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
교리(마을회관),마을회관,세종특별자치시 조치원읍 새내14길 42,세종특별자치시 조치원읍 교리 20-1,36.60332206,127.299869,영업,,1985-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
평리,마을회관및경로당,세종특별자치시 조치원읍 조치원9길 50,세종특별자치시 조치원읍 평리 72-3,36.60453315,127.3022381,영업,,2017-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
학구,경로당,세종특별자치시 조치원읍 상리2길 17,세종특별자치시 조치원읍 상리 58-3,36.6018525,127.3042687,영업,,2015-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
상2리,마을회관및경로당,세종특별자치시 조치원읍 상리2길 20,세종특별자치시 조치원읍 상리 58-1,36.60203112,127.3043011,영업,,1998-01-01,,상2리 마을회,2026-01-13,5690000,세종특별자치시
상1리,경로당,세종특별자치시 조치원읍 조치원11길 10,세종특별자치시 조치원읍 상리 29,36.60315525,127.3038572,영업,,2010-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
상1리,마을회관및경로당,세종특별자치시 조치원읍 상안길 28,세종특별자치시 조치원읍 상리 28-3,36.60312406,127.3036831,영업,,2004-01-01,,세종특별자치시청,2026-01-13,5690000,세종특별자치시
원2리(고려연립3),경로당,세종특별자치시 조치원읍 건강1길 51,세종특별자치시 조치원읍 원리 132-16,36.60657861,127.2953525,영업,,1984-01-01,,원2리 마을회,2026-01-13,5690000,세종특별자치시
원2리(고려연립1),마을회관,세종특별자치시 조치원읍 건강1길 51,세종특별자치시 조치원읍 원리 132-16,36.60657861,127.2953525,영업,,1984-01-01,,원2리 마을회,2026-01-13,5690000,세종특별자치시
송용경로당,마을회관및경로당,전라남도 강진군 옴천면 송용길 34,전라남도 강진군 옴천면 정정리 284-1,34.74923886,126.8014372,영업,,1996-12-28,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
도암여자경로당,마을회관및경로당,전라남도 강진군 도암면 도암중앙로 57-7,전라남도 강진군 도암면 항촌리 1090,34.54519334,126.7276616,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
아사경로당,경로당,경상남도 거제시 둔덕면 아사1길 17-1,경상남도 거제시 둔덕면 학산리 463-1,34.86434207,128.4805428,영업,,1998-11-06,,경상남도 거제시청,2026-01-01,5370000,경상남도 거제시
덕촌경로당,마을회관및경로당,전라남도 강진군 도암면 덕촌길 41,전라남도 강진군 도암면 덕서리 115-1,34.59206476,126.7262686,영업,,1905-05-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
덕산경로당,마을회관및경로당,전라남도 강진군 도암면 다산초당1길 30-3,전라남도 강진군 도암면 만덕리 172,34.5793217,126.7502616,영업,,1905-05-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
귤동경로당,마을회관및경로당,전라남도 강진군 도암면 다산초당길 42,전라남도 강진군 도암면 만덕리 405-3,34.57710054,126.7486798,영업,,1905-06-30,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
귀라경로당,마을회관및경로당,전라남도 강진군 도암면 귀라1길 29,전라남도 강진군 도암면 계라리 182-1,34.58151429,126.7146527,영업,,1905-05-25,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
계산경로당,마을회관및경로당,전라남도 강진군 도암면 계산길 107,전라남도 강진군 도암면 계라리 871-1,34.56635117,126.703256,영업,,1905-07-07,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
강성경로당,마을회관및경로당,전라남도 강진군 도암면 강성길 10,전라남도 강진군 도암면 강정리 566-3,34.5937679,126.678323,영업,,1905-06-20,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
가우도경로당,마을회관및경로당,전라남도 강진군 도암면 가우도길 27,전라남도 강진군 도암면 신기리 79,34.5348062,126.7798208,영업,,1905-06-28,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
도암면분회경로당,마을회관및경로당,전라남도 강진군 도암면 도암중앙로 57-7,전라남도 강진군 도암면 항촌리 1090,34.54519334,126.7276616,영업,,1905-07-06,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
하분경로당,마을회관및경로당,전라남도 강진군 마량면 하분2길 7,전라남도 강진군 마량면 상흥리 428-1,34.46139294,126.8502542,영업,,1905-07-13,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
사동경로당,마을회관및경로당,전라남도 강진군 옴천면 사동길 36,전라남도 강진군 옴천면 기좌리 514,34.74902898,126.7529824,영업,,2010-01-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
원포경로당,마을회관및경로당,전라남도 강진군 마량면 원포길 19,전라남도 강진군 마량면 원포리 339-1,34.46664394,126.8328502,영업,,1905-06-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영춘경로당,마을회관및경로당,전라남도 강진군 마량면 영춘길 3-1,전라남도 강진군 마량면 마량리 385-7,34.4701703,126.814852,영업,,1905-06-30,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영동경로당,마을회관및경로당,전라남도 강진군 마량면 마량영동로 344-1,전라남도 강진군 마량면 영동리 609-1,34.48679364,126.8263231,영업,,1905-06-24,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
연동여자경로당,마을회관및경로당,전라남도 강진군 마량면 청자로 2469,전라남도 강진군 마량면 원포리 661-1,34.46644022,126.8264551,영업,,1905-07-03,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신리경로당,마을회관및경로당,전라남도 강진군 도암면 도암신리길 56,전라남도 강진군 도암면 석문리 521,34.54734052,126.7203727,영업,,1905-05-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신덕경로당,마을회관및경로당,전라남도 강진군 도암면 신덕길 124,전라남도 강진군 도암면 덕년리 427-3,34.61310015,126.6918141,영업,,1905-06-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신기경로당,마을회관및경로당,전라남도 강진군 도암면 기전로 309,전라남도 강진군 도암면 신기리 612-2,34.52959246,126.7538818,영업,,1905-06-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
송학경로당,마을회관및경로당,전라남도 강진군 도암면 도암송학길 91-9,전라남도 강진군 도암면 학장리 127-5,34.55298178,126.7595735,영업,,1905-06-14,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
성자경로당,마을회관및경로당,전라남도 강진군 도암면 성자길 49,전라남도 강진군 도암면 석문리 113-1,34.55737103,126.7298357,영업,,1905-06-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
선장경로당,마을회관및경로당,전라남도 강진군 도암면 학장로 153-3,전라남도 강진군 도암면 학장리 616-1,34.55370465,126.7406735,영업,,1905-06-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
동막경로당,마을회관및경로당,전라남도 강진군 옴천면 황막길 106,전라남도 강진군 옴천면 황막리 60,34.76702016,126.8058711,영업,,2001-11-13,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
석천경로당,마을회관및경로당,전라남도 강진군 도암면 석천길 2-1,전라남도 강진군 도암면 석문리 368-2,34.55451929,126.7251805,영업,,1905-06-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
산정경로당,마을회관및경로당,전라남도 강진군 도암면 지석로 466,전라남도 강진군 도암면 강정리 302-1,34.59909026,126.6801079,영업,,1905-06-19,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
부흥경로당,마을회관및경로당,전라남도 강진군 도암면 부흥길 38,전라남도 강진군 도암면 용흥리 664-9,34.54258377,126.7447825,영업,,1905-06-29,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
봉황경로당,마을회관및경로당,전라남도 강진군 도암면 봉황로 334-10,전라남도 강진군 도암면 봉황리 109-2,34.55698261,126.6983866,영업,,1905-05-24,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
보동경로당,마을회관및경로당,전라남도 강진군 도암면 다산수련원길 20,전라남도 강진군 도암면 만덕리 361-2,34.57435457,126.7473735,영업,,1905-06-29,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
벌국 경로당,마을회관및경로당,전라남도 강진군 도암면 귀라2길 5-4,전라남도 강진군 도암면 계라리 50-2,34.58032317,126.7193398,영업,,1905-05-22,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
망호경로당,마을회관및경로당,전라남도 강진군 도암면 망호길 27,전라남도 강진군 도암면 신기리 189,34.52918353,126.7632623,영업,,1905-06-30,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
만세경로당,마을회관및경로당,전라남도 강진군 도암면 만세길 150,전라남도 강진군 도암면 덕서리 602-1,34.60163818,126.7195753,영업,,1905-07-13,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
만덕경로당,마을회관및경로당,전라남도 강진군 도암면 다산초당길 9,전라남도 강진군 도암면 만덕리 422-6,34.57470817,126.7497171,영업,,1905-06-24,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
만년경로당,마을회관및경로당,전라남도 강진군 도암면 만년길 108,전라남도 강진군 도암면 덕년리 206-5,34.60378751,126.690078,영업,,1905-06-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
대곡경로당,마을회관및경로당,전라남도 강진군 옴천면 옴천대곡길 71,전라남도 강진군 옴천면 정정리 547-5,34.74990992,126.7901234,영업,,1998-01-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
회룡2구 경로당,마을회관및경로당,전라남도 강진군 도암면 회룡2길 67,전라남도 강진군 도암면 지석리 345,34.58647022,126.6922784,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
회룡1구 경로당,마을회관및경로당,전라남도 강진군 도암면 회룡1길 42-3,전라남도 강진군 도암면 지석리 378-5,34.59052578,126.6888913,영업,,1905-07-11,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
항촌경로당,마을회관및경로당,전라남도 강진군 도암면 항촌안길 7,전라남도 강진군 도암면 항촌리 599-3,34.5420689,126.7330373,영업,,1905-07-09,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
표장경로당,마을회관및경로당,전라남도 강진군 도암면 학장로 199,전라남도 강진군 도암면 학장리 671,34.55551183,126.7453672,영업,,1905-07-08,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
청용경로당,마을회관및경로당,전라남도 강진군 도암면 청룡길 50,전라남도 강진군 도암면 덕서리 295-9,34.5914458,126.7214324,영업,,1905-06-14,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
지석경로당,마을회관및경로당,전라남도 강진군 도암면 지석마을길 59,전라남도 강진군 도암면 지석리 294-35,34.57729598,126.6952225,영업,,1905-06-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
장촌경로당,마을회관및경로당,전라남도 강진군 도암면 도암중앙로 56-1,전라남도 강진군 도암면 항촌리 515-4,34.54486735,126.7288238,영업,,1905-07-11,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
율포경로당,마을회관및경로당,전라남도 강진군 도암면 만덕간척로 88-8,전라남도 강진군 도암면 학장리 437-5,34.56639504,126.7508146,영업,,1905-06-22,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
월하경로당,마을회관및경로당,전라남도 강진군 도암면 월하안길 26,전라남도 강진군 도암면 석문리 847-12,34.5309276,126.7179463,영업,,1905-06-18,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
월하3반경로당,마을회관및경로당,전라남도 강진군 도암면 월하1길 85-11,전라남도 강진군 도암면 석문리 1088-16,34.5274368,126.7161085,영업,,1905-06-14,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
구곡경로당,마을회관및경로당,전라남도 강진군 옴천면 월곡길 132-7,전라남도 강진군 옴천면 월곡리 186-1,34.77953702,126.7656074,영업,,1999-01-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
용암경로당,마을회관및경로당,전라남도 강진군 도암면 용암길 27,전라남도 강진군 도암면 신기리 639,34.53315196,126.7555184,영업,,1905-07-07,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
용산경로당,마을회관및경로당,전라남도 강진군 도암면 용산길 65,전라남도 강진군 도암면 용흥리 209-2,34.5396732,126.7543337,영업,,1905-05-31,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
옥전경로당,마을회관및경로당,전라남도 강진군 도암면 옥전2길 4,전라남도 강진군 도암면 항촌리 120-5,34.528417,126.7370269,영업,,1905-06-08,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영동경로당,마을회관및경로당,전라남도 강진군 도암면 도암영동길 36,전라남도 강진군 도암면 계라리 641-4,34.57380855,126.7087241,영업,,1905-05-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영동2반 경로당,마을회관및경로당,전라남도 강진군 도암면 도암영동길 36,전라남도 강진군 도암면 계라리 641-4,34.57380855,126.7087241,영업,,1905-07-10,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신평경로당,마을회관및경로당,전라남도 강진군 도암면 신평길 111,전라남도 강진군 도암면 만덕리 212,34.58359974,126.755099,영업,,1905-06-22,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신흥경로당,마을회관및경로당,전라남도 강진군 신전면 신흥길 54,전라남도 강진군 신전면 용화리 857-22,34.47768053,126.6928736,영업,,1905-06-20,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신정경로당,마을회관및경로당,전라남도 강진군 신전면 신정길 24,전라남도 강진군 신전면 용화리 92-1,34.479033,126.7167637,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
수양경로당,마을회관및경로당,전라남도 강진군 신전면 수양길 90-3,전라남도 강진군 신전면 수양리 635-4,34.52210676,126.7113576,영업,,1905-06-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
송천노인당,마을회관및경로당,전라남도 강진군 신전면 운주로 359,전라남도 강진군 신전면 송천리 200,34.48093801,126.7302153,영업,,1905-06-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
계원여자경로당,마을회관및경로당,전라남도 강진군 옴천면 영산길 6,전라남도 강진군 옴천면 영산리 170,34.75803895,126.7719486,영업,,2008-02-29,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
삼인경로당,마을회관및경로당,전라남도 강진군 신전면 삼인길 99,전라남도 강진군 신전면 수양리 792-3,34.5165662,126.7108355,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
사초여자경로당,마을회관및경로당,전라남도 강진군 신전면 사초앞길 7,전라남도 강진군 신전면 사초리 575-5,34.47447455,126.7310305,영업,,1905-06-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
사초남자경로당,마을회관및경로당,전라남도 강진군 신전면 사초안길 36,전라남도 강진군 신전면 사초리 517-1,34.47273568,126.7337264,영업,,1905-07-10,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
부춘경로당,마을회관및경로당,전라남도 강진군 신전면 신전부춘길 76,전라남도 강진군 신전면 용월리 1110-1,34.4898817,126.7060912,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
봉양경로당,마을회관및경로당,전라남도 강진군 신전면 주작봉양길 41-2,전라남도 강진군 신전면 수양리 254-4,34.51328001,126.7163198,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
백화경로당,마을회관및경로당,전라남도 강진군 신전면 백화길 14,전라남도 강진군 신전면 용화리 222-2,34.48405565,126.7087129,영업,,1905-06-02,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
백용경로당,마을회관및경로당,전라남도 강진군 신전면 백용길 40,전라남도 강진군 신전면 용월리 461-4,34.50493744,126.7262812,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
대월경로당,마을회관및경로당,전라남도 강진군 신전면 대월월해길 79,전라남도 강진군 신전면 용월리 950-2,34.49514733,126.7081088,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
대벌경로당,마을회관및경로당,전라남도 강진군 신전면 대벌길 32,전라남도 강진군 신전면 벌정리 814-6,34.4925183,126.7367923,영업,,1905-06-18,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
논정경로당,마을회관및경로당,전라남도 강진군 신전면 논정길 6,전라남도 강진군 신전면 벌정리 155-4,34.49877202,126.7454114,영업,,1905-06-30,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
계원남자경로당,마을회관및경로당,전라남도 강진군 옴천면 영산길 6,전라남도 강진군 옴천면 영산리 170,34.75803895,126.7719486,영업,,1960-02-05,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
노해경로당,마을회관및경로당,전라남도 강진군 신전면 노해길 39,전라남도 강진군 신전면 용월리 322-1,34.51624372,126.7243559,영업,,1905-07-02,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신전면분회경로당,마을회관및경로당,전라남도 강진군 신전면 신전중앙길 15-5,전라남도 강진군 신전면 수양리 170-11,34.51316437,126.720353,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
송학경로당,마을회관및경로당,전라남도 강진군 성전면 송학길 123,전라남도 강진군 성전면 송학리 312-1,34.67412165,126.7402575,영업,,2013-10-24,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
상월경로당,마을회관및경로당,전라남도 강진군 성전면상월길16,전라남도 강진군 성전면 월남리 162,34.74036326,126.7235242,영업,,1905-05-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
명동경로당,마을회관및경로당,전라남도 강진군 성전면 명동길 50,전라남도 강진군 성전면 명산리 368-1,34.68433918,126.7539539,영업,,1985-03-02,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
랑동경로당,마을회관및경로당,전라남도 강진군 성전면 랑동길 16-10,전라남도 강진군 성전면 성전리 539-2,34.68395991,126.7155363,영업,,1905-07-06,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
동령경로당,마을회관및경로당,전라남도 강진군 성전면 동령길 24,전라남도 강진군 성전면 수양리 323-1,34.6903842,126.7386926,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
도림경로당,마을회관및경로당,전라남도 강진군 성전면 성전도림길 40,전라남도 강진군 성전면 도림리 420-1,34.67615907,126.7129702,영업,,1905-06-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
대월경로당,마을회관및경로당,전라남도 강진군 성전면 대월달마지길 136-2,전라남도 강진군 성전면 송월리 1082,34.70354322,126.697039,영업,,1905-07-03,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
당산경로당,마을회관및경로당,전라남도 강진군 성전면 솔치로 530,전라남도 강진군 성전면 명산리 444-3,34.68309256,126.750784,영업,,1905-07-11,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
개산경로당,마을회관및경로당,전라남도 강진군 옴천면 옴천중앙로 87-1,전라남도 강진군 옴천면 개산리 230,34.74545628,126.7980095,영업,,1965-02-10,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
